,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_technical_score,woodenbuiliding_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,airconditioning_qualification,airconditioning_rank,airconditioning_exception,airconditioning_financial_score,airconditioning_technical_score,airconditioning_total_score,cement_qualification,cement_rank,cement_exception,cement_financial_score,cement_technical_score,cement_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,slope_qualification,slope_rank,slope_exception,slope_financial_score,slope_technical_score,slope_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,stakeout_qualification,stakeout_rank,stakeout_exception,stakeout_financial_score,stakeout_technical_score,stakeout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,prefab_qualification,prefab_rank,prefab_exception,prefab_financial_score,prefab_technical_score,prefab_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,communication_qualification,communication_rank,communication_exception,communication_financial_score,communication_technical_score,communication_total_score,substation_qualification,substation_rank,substation_exception,substation_financial_score,substation_technical_score,substation_total_score,bridgemaintenance_qualification,bridgemaintenance_rank,bridgemaintenance_exception,bridgemaintenance_financial_score,bridgemaintenance_technical_score,bridgemaintenance_score,date
33,（株）荒木組,荒木　雷太,岡山県岡山市北区天瀬４－３３,3260001000367,B,  91, ,1182,1452,2634,C, 468, ,830,0,830,○, 250, ,946,0,946,B, 485, ,748,0,748,D, 138, ,1329,0,1329,○,  98, ,1149,0,1149,C, 800, ,798,0,798,C, 307, ,947,0,947,○, 540, ,771,0,771,○, 211, ,946,0,946,○, 551, ,988,0,988,○, 443, ,822,0,822,○, 336, ,1026,930,1956,○, 315, ,747,0,747,,,,,,,○, 122, ,946,0,946,,,,,,,○, 105, ,1037,0,1037,○, 642, ,794,0,794,,,,,,,,,,,,,○, 253, ,1004,0,1004,20211115
34,（株）市川工務店,小川　健,岐阜県岐阜市鹿島町６－２７,1200001000374,B,  22, ,1341,1608,2949,A,  39, ,1237,1238,2475,○, 278, ,922,0,922,B, 303, ,808,0,808,B,  30, ,1322,1355,2677,○, 131, ,1082,0,1082,C, 700, ,834,0,834,C, 633, ,827,0,827,○,  85, ,1068,0,1068,○, 156, ,1011,0,1011,○, 493, ,1086,0,1086,○, 349, ,894,0,894,○, 329, ,1088,877,1965,○, 233, ,796,0,796,○, 112, ,1086,0,1086,○, 137, ,922,0,922,,,,,,,○,  87, ,1065,0,1065,,,,,,,,,,,,,,,,,,,○, 174, ,1086,0,1086,20211115
35,伊藤組土建（株）,玉木　勝美,北海道札幌市中央区北４条西４－１,8430001001830,B,  30, ,1422,1451,2873,C, 332, ,884,0,884,○,  54, ,1175,896,2071,B, 270, ,829,0,829,D,  84, ,1455,0,1455,,,,,,,,,,,,,C, 353, ,929,0,929,○, 306, ,840,0,840,○, 144, ,1028,0,1028,○, 104, ,1113,822,1935,○, 382, ,863,0,863,○, 972, ,1171,0,1171,○, 199, ,821,0,821,○, 102, ,1113,0,1113,○, 144, ,908,0,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
36,岩田地崎建設（株）,岩田　圭剛,北海道札幌市中央区北２条東１７－２,8430001001789,B,  特,-06,1618,1665,3283,C, 230, ,968,0,968,○,  43, ,1299,904,2203,B, 170, ,917,0,917,B,  18, ,1652,1089,2741,○,  45, ,1336,0,1336,,,,,,,C,  56, ,1248,0,1248,○, 157, ,938,0,938,○,  38, ,1153,841,1994,○,  44, ,1336,803,2139,○, 313, ,939,0,939,○, 135, ,1340,886,2226,○, 139, ,917,0,917,○,  63, ,1256,0,1256,○, 126, ,941,0,941,,,,,,,○,  45, ,1252,0,1252,○, 306, ,1177,0,1177,○, 281, ,1177,0,1177,,,,,,,○,  62, ,1303,0,1303,20211115
37,（株）植木組,植木　義明,新潟県柏崎市駅前１－５－４５,8110001017149,B,   2, ,1561,1625,3186,A,  29, ,1386,1405,2791,,,,,,,B, 148, ,941,0,941,A,  35, ,1511,1554,3065,○,  61, ,1268,0,1268,C, 356, ,982,0,982,C,  53, ,1255,0,1255,○,  55, ,1236,0,1236,○,  99, ,1154,0,1154,○, 415, ,1350,0,1350,○, 300, ,961,0,961,○,  32, ,1344,1290,2634,○, 103, ,1053,0,1053,○,  68, ,1245,0,1245,○,   3, ,1141,882,2023,○,   7, ,992,886,1878,○,  53, ,1205,0,1205,,,,,,,,,,,,,,,,,,,○,  80,-01,1245,0,1245,20211115
38,（株）植村組,植村　一,鹿児島県鹿児島市伊敷５－９－８,7340001000529,B,  50, ,1326,1415,2741,B,  18, ,1150,1136,2286,○,  90, ,946,798,1744,B, 252, ,841,0,841,C, 116, ,1234,851,2085,○, 118, ,1108,0,1108,,,,,,,C, 385, ,913,0,913,○,  27, ,1082,775,1857,○, 155, ,1011,0,1011,○, 473, ,1133,0,1133,○, 388, ,856,0,856,○, 213, ,1084,1015,2099,○, 114, ,1000,0,1000,,,,,,,,,,,,,,,,,,,○, 112, ,1022,0,1022,,,,,,,,,,,,,,,,,,,○, 177, ,1084,0,1084,20211115
39,梅林建設（株）,梅林　秀伍,大分県大分市舞鶴町１－３－１８,3320001000575,B,  81, ,1298,1362,2660,B, 164, ,1068,751,1819,○, 265, ,933,0,933,B, 402, ,768,0,768,B,  59, ,1334,1178,2512,○, 102, ,1146,0,1146,,,,,,,,,,,,,○, 132, ,970,0,970,○, 165, ,995,0,995,○, 144, ,1046,796,1842,,,,,,,○, 153, ,1126,1065,2191,○, 200, ,821,0,821,○, 136, ,1046,0,1046,○,   8, ,933,836,1769,,,,,,,○, 100, ,1047,0,1047,,,,,,,,,,,,,,,,,,,○, 217, ,1046,0,1046,20211115
40,エクシオグループ（株）,舩橋　哲也,東京都渋谷区渋谷３－２９－２０,3011001031955,B,  19, ,1597,1370,2967,C,  88, ,1486,0,1486,○, 188, ,1049,0,1049,B, 108, ,1021,0,1021,D, 150, ,1305,0,1305,○, 113, ,1113,0,1113,A,  13, ,1664,1724,3388,C,  50, ,1267,0,1267,○,  53, ,1287,0,1287,○,  89, ,1238,0,1238,○, 420, ,1319,0,1319,○, 206, ,1261,0,1261,○,  37, ,1420,1171,2591,,,,,,,○,  57, ,1319,0,1319,○,  74, ,1046,0,1046,,,,,,,○,  77, ,1113,0,1113,○, 316, ,1146,0,1146,○,   1, ,1856,1464,3320,○,  11, ,1511,1132,2643,○,  43, ,1378,0,1378,20211115
41,大畑建設（株）,大畑　勉,島根県益田市大谷町３６－３,6280001004982,B,  49, ,1203,1540,2743,C, 688, ,778,0,778,○, 253, ,942,0,942,B,  29, ,894,579,1473,C,  70, ,1145,1014,2159,○,   7, ,1074,848,1922,,,,,,,C, 875, ,780,0,780,○, 508, ,778,0,778,○, 205, ,950,0,950,○,  30, ,1074,1154,2228,○, 335, ,910,0,910,○,  72, ,1092,1306,2398,○, 174, ,853,0,853,○,  24, ,1011,704,1715,○, 124, ,942,0,942,,,,,,,○, 141, ,960,0,960,○, 670, ,780,0,780,○, 553, ,780,0,780,,,,,,,○, 180, ,1081,0,1081,20211115
42,大林道路（株）,黒川　修治,東京都千代田区神田猿楽町２－８－８,4010601028815,B,  20, ,1746,1214,2960,A,   8, ,1771,1712,3483,,,,,,,B, 123, ,986,0,986,D, 139, ,1329,0,1329,,,,,,,,,,,,,,,,,,,○,   5, ,1591,1453,3044,○,  80, ,1284,0,1284,○, 408, ,1367,0,1367,,,,,,,○,  16, ,1380,1393,2773,○, 116, ,986,0,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,  41,-01,1380,0,1380,20211115
43,奥村組土木興業（株）,奥村　安正,大阪府大阪市港区三先１－１１－１８,2120001028670,B,  12, ,1516,1547,3063,A,  26, ,1362,1450,2812,○, 261, ,934,0,934,,,,,,,D, 188, ,1227,0,1227,,,,,,,,,,,,,C, 176, ,1060,0,1060,○,  75, ,1117,0,1117,○, 137, ,1050,0,1050,○,  28, ,1237,1009,2246,,,,,,,○, 159, ,1256,930,2186,○, 168, ,864,0,864,○,  91, ,1150,0,1150,○, 131, ,934,0,934,,,,,,,○, 126, ,990,0,990,,,,,,,,,,,,,,,,,,,○, 123, ,1150,0,1150,20211115
44,（株）ピーエス三菱,森　拓也,東京都中央区晴海２－５－２４,1010001008742,B,   8, ,1615,1482,3097,C, 172, ,1148,0,1148,○,  63, ,1163,806,1969,B, 143, ,950,0,950,B,   8, ,1667,1138,2805,○,  36, ,1376,0,1376,C, 294, ,1044,0,1044,C,  33, ,1303,0,1303,○,  51, ,1303,0,1303,○,   1, ,1693,1825,3518,○, 417, ,1335,0,1335,○, 264, ,1023,0,1023,○,  23, ,1436,1261,2697,○, 126, ,950,0,950,○,  53, ,1335,0,1335,○,   7, ,1163,670,1833,,,,,,,○,  32, ,1305,0,1305,○, 354, ,1065,0,1065,,,,,,,,,,,,,○,  12, ,1590,0,1590,20211115
45,（株）姫野組,松本　哲,徳島県徳島市佐古八番町５－７,8480001002592,B,  44,-01,1217,1560,2777,C, 242,-01,946,0,946,,,,,,,,,,,,,B,   9,-01,1266,1532,2798,○, 158,-02,1022,0,1022,,,,,,,,,,,,,○, 186,-02,905,0,905,○, 216,-01,941,0,941,○, 535,-01,1004,0,1004,,,,,,,○,  91,-01,1004,1344,2348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
46,（株）伏光組,伏見　光暁,広島県広島市南区出島１－３３－６１,2240001010410,B,  54, ,1217,1517,2734,B, 310, ,997,645,1642,○, 286, ,911,0,911,,,,,,,C,  61, ,1022,1159,2181,○, 282, ,908,0,908,,,,,,,,,,,,,○,  21, ,993,1101,2094,○, 213, ,943,0,943,○,  54, ,1087,1000,2087,○, 506, ,796,0,796,○,  41, ,1153,1412,2565,○,  63, ,759,720,1479,○, 153, ,1011,0,1011,○, 145, ,908,0,908,,,,,,,○, 229, ,866,0,866,○, 467, ,911,0,911,,,,,,,,,,,,,○, 119, ,1156,0,1156,20211115
47,（株）本間組,本間　達郎,新潟県新潟市中央区西湊町通三ノ町３３００－３,6110001005155,B,  11, ,1564,1516,3080,C, 209, ,1023,0,1023,○, 195, ,1041,0,1041,B, 164, ,921,0,921,B,  特,-07,1505,1637,3142,○,  48, ,1328,0,1328,B,  50, ,1021,1144,2165,C, 178, ,1059,0,1059,○, 107, ,1002,0,1002,○, 105, ,1133,0,1133,○, 441, ,1234,0,1234,,,,,,,○, 257, ,1329,716,2045,○,   8, ,1330,1181,2511,○,  50, ,1347,0,1347,○,  76, ,1041,0,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,  64, ,1297,0,1297,20211115
48,（株）加賀田組,市村　稿,新潟県新潟市中央区万代４丁目５番１５号,1110001001051,B,  18, ,1421,1555,2976,A,  27, ,1319,1489,2808,○, 217, ,1005,0,1005,B, 121, ,988,0,988,B,  26, ,1527,1164,2691,○,  60, ,1269,0,1269,C, 393, ,963,0,963,C, 244, ,1000,0,1000,○,  64, ,1166,0,1166,○, 117, ,1099,0,1099,○, 456, ,1183,0,1183,○, 261, ,1026,0,1026,○,  44, ,1279,1270,2549,○, 100, ,1067,0,1067,,,,,,,○,  85, ,1005,0,1005,,,,,,,○,  61, ,1173,0,1173,,,,,,,,,,,,,,,,,,,○, 111, ,1174,0,1174,20211115
49,鹿島道路（株）,吉弘　英光,東京都文京区後楽１－７－２７　後楽鹿島ビル　８Ｆ,1010001001805,B,  36, ,1639,1197,2836,A,   5, ,1744,1905,3649,○,  70, ,1111,781,1892,B,  82, ,1157,0,1157,D,  97, ,1418,0,1418,○,  66, ,1249,0,1249,C, 473, ,918,0,918,,,,,,,○,   2, ,1559,1564,3123,○,  92, ,1209,0,1209,○, 406, ,1378,0,1378,○, 260, ,1034,0,1034,○,  10, ,1485,1379,2864,,,,,,,,,,,,,○,  66, ,1111,0,1111,,,,,,,,,,,,,○, 312, ,1156,0,1156,,,,,,,,,,,,,○,  23, ,1506,0,1506,20211115
50,（株）加藤建設,加藤　徹,愛知県海部郡蟹江町大字蟹江新田字下市場１９－１,1180001096804,B,  10, ,1509,1574,3083,A,  42, ,1320,1134,2454,○, 225, ,984,0,984,B, 188, ,895,0,895,C,  55, ,1135,1062,2197,,,,,,,,,,,,,,,,,,,○,  63, ,1168,0,1168,○, 110, ,1121,0,1121,○, 452, ,1194,0,1194,,,,,,,○,  38, ,1305,1281,2586,○, 154, ,881,0,881,○,  77, ,1194,0,1194,,,,,,,,,,,,,○, 117, ,1004,0,1004,,,,,,,,,,,,,,,,,,,○,  56, ,1338,0,1338,20211115
51,株木建設（株）,株木　康吉,茨城県水戸市吉沢町３１１－１,7050001004071,B,  21, ,1387,1564,2951,B,  33, ,952,1230,2182,○, 197, ,1040,0,1040,B, 263, ,837,0,837,B,  45, ,1399,1185,2584,○,  75, ,1204,0,1204,,,,,,,C, 361, ,926,0,926,○, 187, ,904,0,904,○, 160, ,1006,0,1006,○, 487, ,1093,0,1093,,,,,,,○,  55, ,1189,1288,2477,○,  16, ,1130,1013,2143,○, 109, ,1093,0,1093,○, 161, ,888,0,888,,,,,,,○,  58, ,1175,0,1175,,,,,,,,,,,,,,,,,,,○,  97, ,1205,0,1205,20211115
52,川田建設（株）,川田　琢哉,東京都北区滝野川６－３－１,7011501001074,B,  63, ,1442,1266,2708,C, 355, ,872,0,872,○,  44, ,1397,785,2182,B, 208, ,872,0,872,D, 203, ,1205,0,1205,,,,,,,,,,,,,,,,,,,,,,,,,○,   3, ,1559,1831,3390,○, 440, ,1238,0,1238,○, 371, ,872,0,872,○, 193, ,1238,898,2136,,,,,,,○,  70, ,1238,0,1238,○, 174, ,872,0,872,,,,,,,○, 167, ,919,0,919,○, 298, ,1205,0,1205,,,,,,,,,,,,,○,  26, ,1469,0,1469,20211115
53,（株）関電工,仲摩　俊男,東京都港区芝浦４－８－３３,9010401006818,B,  41, ,1692,1096,2788,A,  17, ,1553,1574,3127,,,,,,,,,,,,,D, 171, ,1260,0,1260,,,,,,,A,   4, ,1991,1726,3717,B, 212, ,1618,0,1618,,,,,,,,,,,,,,,,,,,○, 250, ,1056,0,1056,○, 582, ,1654,0,1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 135, ,1131,760,1891,○,  26, ,1721,957,2678,○,   6, ,1887,997,2884,,,,,,,20211115
54,岐建（株）,木村　志朗,岐阜県大垣市西崎町２－４６,7200001013486,B,  16, ,1445,1572,3017,A,  20, ,1371,1577,2948,,,,,,,B,  特,-03,1154,734,1888,B,   4, ,1614,1246,2860,○,  51, ,1307,0,1307,,,,,,,C, 117, ,1132,0,1132,○,  61, ,1197,0,1197,,,,,,,○, 443, ,1223,0,1223,,,,,,,○,  25, ,1369,1319,2688,,,,,,,○,  73, ,1221,0,1221,○,  58, ,1140,0,1140,,,,,,,○,  42, ,1259,0,1259,,,,,,,,,,,,,,,,,,,○,  89,-01,1221,0,1221,20211115
55,北野建設（株）,北野　貴裕,長野県長野市県町５２４,7100001000742,B,  40, ,1480,1313,2793,C, 173, ,1147,0,1147,○, 147, ,1223,0,1223,B,  97, ,1078,0,1078,A,  39, ,1720,1225,2945,○,  54, ,1296,0,1296,C, 211, ,1161,0,1161,C,  77, ,1213,0,1213,○,  86, ,1062,0,1062,○,  39, ,1264,726,1990,○, 458, ,1181,0,1181,○, 298, ,963,0,963,○, 204, ,1359,756,2115,,,,,,,○,   8, ,1223,941,2164,○,  38, ,1223,0,1223,,,,,,,○,  34, ,1296,0,1296,,,,,,,,,,,,,○, 251, ,1072,0,1072,○,  86, ,1223,0,1223,20211115
56,木下建設（株）,木下　勝貴,長野県飯田市松尾町１－２２,1100001022395,B, 104, ,1107,1497,2604,B, 260, ,947,740,1687,○, 380, ,835,0,835,B, 294, ,812,0,812,C,  93, ,1109,1015,2124,○, 179, ,987,0,987,C, 743, ,817,0,817,C, 443, ,888,0,888,○, 258, ,864,0,864,○, 352, ,856,0,856,○,  78, ,915,1096,2011,○, 394, ,852,0,852,○, 463, ,915,883,1798,,,,,,,○, 260, ,915,0,915,○, 221, ,835,0,835,,,,,,,○, 200, ,895,0,895,○, 696, ,768,0,768,,,,,,,,,,,,,○, 397, ,915,0,915,20211115
57,共立建設（株）,佐藤　啓孝,東京都渋谷区道玄坂１－１６－１０,1011001006587,B,  29, ,1348,1531,2879,C, 249, ,939,0,939,,,,,,,,,,,,,B,  21, ,1608,1113,2721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
58,（株）鴻治組,檜山　典英,広島県広島市安芸区船越南１－２－６,4120001063609,B, 103, ,1165,1448,2613,C, 213, ,1016,0,1016,○, 263, ,934,0,934,B, 349, ,786,0,786,B,  93, ,1185,1173,2358,○, 191, ,978,0,978,,,,,,,,,,,,,○, 141, ,959,0,959,○, 221, ,935,0,935,○, 545, ,992,0,992,,,,,,,○, 108, ,1113,1184,2297,○, 242, ,786,0,786,○, 167, ,992,0,992,○, 133, ,934,0,934,,,,,,,○, 134, ,978,0,978,,,,,,,,,,,,,,,,,,,○, 268, ,994,0,994,20211115
59,広成建設（株）,半田　真一,広島県広島市東区上大須賀町１－１,4240001003271,B,  52, ,1554,1185,2739,C, 179, ,1120,0,1120,○, 142, ,1273,0,1273,,,,,,,A,  37, ,1455,1562,3017,○,  99, ,1149,0,1149,,,,,,,,,,,,,○,  81, ,1081,0,1081,○,  78, ,1297,0,1297,○, 410, ,1358,0,1358,○, 378, ,867,0,867,○, 801, ,1440,0,1440,○, 176, ,851,0,851,,,,,,,,,,,,,,,,,,,○,  66, ,1149,0,1149,○, 337, ,1096,0,1096,,,,,,,,,,,,,○,  31, ,1443,0,1443,20211115
60,国土開発工業（株）,林　伊佐雄,神奈川県厚木市中町２―６―１０,3021001020759,B,  31, ,1299,1564,2863,C,  11, ,853,731,1584,○, 227, ,979,0,979,B, 311, ,803,0,803,D, 497, ,979,0,979,○, 189, ,979,0,979,,,,,,,,,,,,,○, 280, ,853,0,853,○, 181, ,979,0,979,○, 168, ,1032,758,1790,,,,,,,○,  56, ,1118,1357,2475,○, 246, ,780,0,780,○, 147, ,1032,0,1032,○, 101, ,979,0,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 136, ,1126,0,1126,20211115
61,（株）近藤組,近藤　純子,愛知県刈谷市一里山町伐払１２３,2180301013953,B,  69, ,1270,1425,2695,B,  31, ,1153,1058,2211,○, 284, ,915,0,915,B, 416, ,765,0,765,B,  75, ,1308,1126,2434,○,  90, ,1164,0,1164,,,,,,,C, 874, ,780,0,780,○, 112, ,1001,0,1001,○, 188, ,974,0,974,○, 502, ,1067,0,1067,○, 586, ,765,0,765,○, 165, ,1191,990,2181,○, 276, ,765,0,765,○, 141, ,1040,0,1040,○, 141, ,915,0,915,,,,,,,○, 107, ,1033,0,1033,,,,,,,,,,,,,,,,,,,○, 151, ,1111,0,1111,20211115
62,真柄建設（株）,真柄　卓司,石川県金沢市彦三町１－１３－４３,2220001006559,B,  37, ,1381,1454,2835,C, 420, ,845,0,845,○, 182, ,1065,0,1065,B, 245, ,845,0,845,B,  27, ,1446,1245,2691,○, 104, ,1142,0,1142,C, 586, ,870,0,870,C, 207, ,1037,0,1037,○, 297, ,845,0,845,○, 128, ,1065,0,1065,○, 475, ,1129,0,1129,,,,,,,○, 136, ,1129,1097,2226,○, 181, ,845,0,845,○,  98, ,1129,0,1129,○,  71, ,1065,0,1065,,,,,,,○,  69, ,1142,0,1142,,,,,,,,,,,,,,,,,,,○, 132, ,1129,0,1129,20211115
63,（株）増岡組,増岡　真一,広島県広島市中区鶴見町４－２５,6010001029528,B,  51, ,1195,1545,2740,C, 238, ,950,0,950,,,,,,,,,,,,,B,  35, ,1358,1305,2663,○, 109, ,1130,0,1130,C, 481, ,914,0,914,C, 289, ,954,0,954,,,,,,,,,,,,,,,,,,,,,,,,,○, 211, ,1000,1101,2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 138, ,1123,0,1123,20211115
64,松江土建（株）,平塚　智朗,島根県松江市学園南２－３－５,1280001000697,B,  68, ,1201,1498,2699,B,  11, ,1121,1210,2331,○, 215, ,1013,0,1013,B, 379, ,775,0,775,C,  特,-03,1245,1183,2428,○,  95, ,1152,0,1152,,,,,,,C, 817, ,790,0,790,○, 108, ,1002,0,1002,○, 152, ,1013,0,1013,○,   8, ,1150,1361,2511,○, 390, ,855,0,855,○,  76, ,1137,1256,2393,○, 254, ,775,0,775,○, 151, ,1013,0,1013,○,  84, ,1013,0,1013,,,,,,,○,  96, ,1054,0,1054,○, 200, ,956,663,1619,○, 403, ,911,0,911,,,,,,,○, 173, ,1086,0,1086,20211115
65,松尾建設（株）,松尾　哲吾,佐賀県佐賀市多布施１－４－２７,6300001000905,B,   4, ,1510,1636,3146,A,  18, ,1431,1687,3118,○, 156, ,1181,0,1181,B, 173, ,911,0,911,B,  22, ,1675,1041,2716,○,  33, ,1397,0,1397,C, 349, ,991,0,991,C, 172, ,1062,0,1062,○,  17, ,1211,1068,2279,○,  22, ,1381,1398,2779,○, 433, ,1273,0,1273,○, 315, ,936,0,936,○,  34, ,1291,1329,2620,○, 109, ,1009,0,1009,○,  71, ,1229,0,1229,○,  44, ,1181,0,1181,,,,,,,○,  41, ,1264,0,1264,○, 466, ,911,0,911,○, 402, ,911,0,911,,,,,,,○,  50, ,1354,0,1354,20211115
66,馬淵建設（株）,馬淵　圭雄,神奈川県横浜市南区花之木町２－２６,2020001013765,B,  74, ,1296,1385,2681,C, 211, ,1019,0,1019,○, 196, ,1041,0,1041,,,,,,,B,  32, ,1466,1203,2669,○, 105, ,1137,0,1137,,,,,,,C, 231, ,1009,0,1009,○, 111, ,1001,0,1001,○, 138, ,1041,0,1041,○, 495, ,1080,0,1080,,,,,,,○,  70, ,1080,1324,2404,,,,,,,○, 116, ,1080,0,1080,○,  77, ,1041,0,1041,,,,,,,○,  73, ,1137,0,1137,,,,,,,,,,,,,,,,,,,○, 101, ,1198,0,1198,20211115
67,ミタニ建設工業（株）,三谷　剛平,高知県高知市針木東町２７番２８号,8490001002179,B,  67, ,1155,1545,2700,B,  12, ,1079,1251,2330,○, 379, ,835,0,835,,,,,,,C, 107, ,1038,1061,2099,○, 383, ,860,0,860,,,,,,,,,,,,,○,  20, ,939,1209,2148,○, 274, ,896,0,896,○, 181, ,953,805,1758,,,,,,,○, 168, ,953,1226,2179,○, 428, ,714,0,714,○, 197, ,953,0,953,○,  11, ,835,865,1700,,,,,,,○, 233, ,860,0,860,,,,,,,,,,,,,,,,,,,○, 318, ,953,0,953,20211115
68,みらい建設工業（株）,小西　武,東京都港区芝４－６－１２,1010401078435,B,  93, ,1506,1126,2632,C, 239, ,948,0,948,○, 290, ,907,0,907,,,,,,,D, 269, ,1131,0,1131,,,,,,,,,,,,,,,,,,,○, 222, ,887,0,887,○, 133, ,1053,0,1053,○, 469, ,1154,0,1154,○, 471, ,810,0,810,○, 984, ,1154,0,1154,○,   5, ,1309,1392,2701,○,  88, ,1154,0,1154,○, 146, ,907,0,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 121, ,1154,0,1154,20211115
69,村本建設（株）,村本　吉弘,奈良県北葛城郡広陵町大字平尾１１－１,1150001014512,B,   5, ,1561,1579,3140,C, 196, ,1058,0,1058,○,  35, ,1177,1252,2429,B, 136, ,968,0,968,B,  特,-05,1703,1535,3238,○,   4, ,1297,1025,2322,C, 321, ,1020,0,1020,C,  97, ,1175,0,1175,○,  94, ,1037,0,1037,○,  95, ,1177,0,1177,○,  67, ,1254,790,2044,,,,,,,○,  86, ,1254,1117,2371,○, 110, ,1008,0,1008,○,  65, ,1254,0,1254,○,  45, ,1177,0,1177,,,,,,,○,  33, ,1297,0,1297,,,,,,,,,,,,,○, 290, ,1020,0,1020,○,  75, ,1254,0,1254,20211115
70,名工建設（株）,渡邉　清,愛知県名古屋市中村区名駅１－１－４　ＪＲセントラルタワーズ３４階,1180001027354,B,  特,-04,1785,1528,3313,C, 156, ,1278,0,1278,○, 135, ,1339,0,1339,B,  66, ,1260,0,1260,B,  特,-04,1632,1650,3282,○,  34, ,1395,0,1395,,,,,,,,,,,,,○,  54, ,1263,0,1263,○,  70, ,1372,0,1372,○, 332, ,1534,0,1534,○, 219, ,1198,0,1198,○,  21, ,1572,1127,2699,○, 107, ,1043,0,1043,○,  48, ,1363,0,1363,○,  34, ,1235,0,1235,,,,,,,○,  30, ,1321,0,1321,,,,,,,,,,,,,,,,,,,○,  19, ,1533,0,1533,20211115
71,（株）森組,吉田　裕司,大阪府大阪市中央区道修町４－５－１７,4120001077567,B,   1, ,1493,1704,3197,C, 313, ,893,0,893,○, 170, ,1114,0,1114,B, 129, ,982,0,982,D,  72, ,1485,0,1485,○,  76, ,1188,0,1188,C, 435, ,937,0,937,C, 184, ,1055,0,1055,○, 209, ,893,0,893,○,  41, ,1114,842,1956,○,  24, ,1188,1097,2285,○, 288, ,970,0,970,○, 125, ,1188,1073,2261,○, 151, ,893,0,893,○,  78, ,1188,0,1188,○,  65, ,1114,0,1114,,,,,,,○,  55, ,1188,0,1188,,,,,,,,,,,,,○, 350, ,937,0,937,○, 107, ,1188,0,1188,20211115
72,（株）森本組,小林　宗二,大阪府大阪市中央区南本町２－６－１２,7120001106637,B,  17, ,1425,1590,3015,C, 671, ,782,0,782,○, 228, ,977,0,977,B, 366, ,780,0,780,B,  14, ,1389,1383,2772,,,,,,,,,,,,,C, 256, ,986,0,986,○, 490, ,782,0,782,○, 157, ,1008,0,1008,○, 161, ,1102,695,1797,,,,,,,○,1026, ,1102,0,1102,○, 270, ,768,0,768,○, 106, ,1102,0,1102,○, 103, ,977,0,977,,,,,,,○,  84, ,1083,0,1083,,,,,,,,,,,,,,,,,,,○, 155, ,1102,0,1102,20211115
73,奈良建設（株）,植本　正太郎,神奈川県横浜市港北区新横浜１－１３－３,9020001021167,B,  38, ,1195,1632,2827,C, 663, ,782,0,782,○, 409, ,819,0,819,B, 834, ,676,0,676,C,  18, ,1177,1102,2279,○, 257, ,919,0,919,,,,,,,,,,,,,○, 531, ,773,0,773,○, 320, ,870,0,870,○, 173, ,1020,758,1778,,,,,,,○,  51, ,1084,1417,2501,○, 595, ,676,0,676,○, 211, ,946,0,946,,,,,,,,,,,,,○, 168, ,919,0,919,,,,,,,,,,,,,,,,,,,○, 179, ,1081,0,1081,20211115
